ID,gender,friend1,friend2,selfest1,selfest2,selfest3,lifesat1,lifesat2,lifesat3,friend_m,selfest_m,lifesat_m
408,1,3,2,3,2,3,4,4,4,2.5,2.666667,4
409,1,3,2,3,3,3,4,3,3,2.5,3,3.333333
410,1,4,4,4,3,4,3,2,3,4,3.666667,2.666667
411,1,2,2,2,2,2,2,2,2,2,2,2
412,1,3,3,4,3,3,3,2,3,3,3.333333,2.666667
413,1,3,3,2,2,3,4,4,3,3,2.333333,3.666667
414,1,3,3,3,3,3,3,3,3,3,3,3
415,2,3,3,2,3,3,3,2,2,3,2.666667,2.333333
416,2,3,3,3,3,3,3,2,3,3,3,2.666667
417,2,3,4,3,4,4,4,2,4,3.5,3.666667,3.333333
418,2,3,4,4,3,3,4,4,4,3.5,3.333333,4
419,2,4,4,4,4,4,4,4,4,4,4,4
420,1,3,3,4,2,3,4,4,4,3,3,4
421,2,3,3,3,3,3,4,2,4,3,3,3.333333
422,2,2,2,3,2,3,2,2,2,2,2.666667,2
423,1,3,3,2,2,3,3,2,3,3,2.333333,2.666667
424,2,3,2,1,2,2,2,2,3,2.5,1.666667,2.333333
425,2,4,3,3,3,3,4,4,4,3.5,3,4
426,2,4,4,4,3,3,3,3,3,4,3.333333,3
427,1,2,1,2,2,3,3,2,2,1.5,2.333333,2.333333
428,2,3,3,3,2,3,3,3,3,3,2.666667,3
429,2,3,3,3,3,3,2,2,2,3,3,2
430,2,3,3,3,3,3,3,3,3,3,3,3
431,1,3,3,4,2,3,3,4,4,3,3,3.666667
432,1,3,3,3,2,2,1,2,1,3,2.333333,1.333333
433,1,4,4,4,2,4,4,4,4,4,3.333333,4
434,1,3,3,4,4,4,4,4,4,3,4,4
435,1,3,3,3,3,3,3,2,2,3,3,2.333333
436,2,3,2,3,3,3,2,3,3,2.5,3,2.666667
437,2,4,2,3,2,3,3,2,4,3,2.666667,3
438,2,3,2,3,2,4,3,2,3,2.5,3,2.666667
439,1,4,4,4,4,4,4,4,4,4,4,4
440,2,2,2,2,3,3,3,1,3,2,2.666667,2.333333
441,1,3,2,3,3,3,3,3,3,2.5,3,3
442,2,3,3,2,2,3,3,2,3,3,2.333333,2.666667
443,2,3,1,2,3,3,2,2,2,2,2.666667,2
444,2,2,2,3,3,3,2,3,3,2,3,2.666667
445,2,3,2,2,3,3,2,2,2,2.5,2.666667,2
446,2,2,2,2,2,3,2,2,2,2,2.333333,2
447,2,3,2,2,2,2,3,3,3,2.5,2,3
448,2,3,3,3,3,3,3,2,3,3,3,2.666667
449,2,3,3,3,3,3,3,3,3,3,3,3
450,2,3,3,3,3,3,3,2,2,3,3,2.333333
451,2,4,4,4,3,4,4,3,4,4,3.666667,3.666667
452,2,3,3,2,2,3,2,2,2,3,2.333333,2
453,2,3,3,2,2,2,2,2,2,3,2,2
454,2,3,3,2,2,3,2,2,2,3,2.333333,2
455,2,3,2,3,2,2,2,2,2,2.5,2.333333,2
456,2,3,2,2,3,2,2,2,2,2.5,2.333333,2
457,2,3,2,2,2,2,2,2,2,2.5,2,2
458,2,3,3,4,3,3,3,3,3,3,3.333333,3
459,2,3,3,3,2,3,2,1,3,3,2.666667,2
460,2,3,3,2,3,3,4,3,4,3,2.666667,3.666667
461,2,3,3,2,2,2,3,3,3,3,2,3
462,2,3,3,4,3,3,4,2,4,3,3.333333,3.333333
463,2,3,2,3,2,3,3,2,3,2.5,2.666667,2.666667
464,2,3,3,2,2,3,3,3,3,3,2.333333,3
465,2,3,3,2,2,3,4,4,4,3,2.333333,4
466,2,3,3,1,2,2,1,1,1,3,1.666667,1
467,2,2,1,2,2,2,1,2,2,1.5,2,1.666667
468,2,2,2,2,3,3,3,2,3,2,2.666667,2.666667
469,2,3,3,3,3,3,3,3,3,3,3,3
470,2,3,3,3,3,3,3,3,3,3,3,3
471,2,3,1,3,2,3,3,2,3,2,2.666667,2.666667
472,1,3,4,2,2,2,3,2,3,3.5,2,2.666667
473,1,3,4,3,2,3,3,3,4,3.5,2.666667,3.333333
474,1,3,3,3,3,3,3,3,3,3,3,3
475,1,2,2,3,2,2,3,2,3,2,2.333333,2.666667
476,1,4,3,4,2,3,3,2,3,3.5,3,2.666667
477,1,3,2,3,3,3,2,3,2,2.5,3,2.333333
478,1,3,2,2,2,3,2,3,3,2.5,2.333333,2.666667
479,1,3,3,1,1,2,2,3,2,3,1.333333,2.333333
480,1,3,2,2,2,2,3,2,3,2.5,2,2.666667
481,1,3,3,4,3,3,3,2,3,3,3.333333,2.666667
482,1,3,1,2,2,3,2,3,3,2,2.333333,2.666667
483,1,4,2,4,3,4,4,4,4,3,3.666667,4
484,1,2,2,1,2,2,1,1,1,2,1.666667,1
485,1,3,2,4,3,4,4,3,3,2.5,3.666667,3.333333
486,1,2,2,2,3,2,3,2,2,2,2.333333,2.333333
487,1,3,3,3,3,3,3,2,3,3,3,2.666667
488,1,3,3,1,2,2,2,1,3,3,1.666667,2
489,1,4,4,4,3,4,4,4,4,4,3.666667,4
490,1,3,2,4,3,4,4,4,4,2.5,3.666667,4
491,1,3,1,3,2,2,2,2,2,2,2.333333,2
492,1,4,3,3,2,3,3,3,3,3.5,2.666667,3
493,1,2,4,3,3,3,3,2,3,3,3,2.666667
494,1,3,2,2,2,2,3,1,2,2.5,2,2
495,1,3,2,4,3,3,4,2,3,2.5,3.333333,3
496,1,2,3,4,3,3,3,2,3,2.5,3.333333,2.666667
497,1,3,3,2,2,2,3,2,2,3,2,2.333333
498,1,3,2,3,2,3,2,3,2,2.5,2.666667,2.333333
499,1,2,2,3,3,3,3,2,3,2,3,2.666667
500,2,3,2,1,2,2,2,2,1,2.5,1.666667,1.666667
501,2,3,2,4,4,3,3,2,3,2.5,3.666667,2.666667
502,2,4,4,4,4,4,4,4,4,4,4,4
503,2,2,3,2,2,2,2,3,2,2.5,2,2.333333
504,2,3,4,3,2,3,3,2,3,3.5,2.666667,2.666667
505,2,4,4,3,2,4,4,2,3,4,3,3
506,2,2,4,4,3,3,3,2,3,3,3.333333,2.666667
507,2,2,3,3,3,3,4,2,4,2.5,3,3.333333
508,2,3,1,3,2,2,2,2,3,2,2.333333,2.333333
509,2,3,2,2,2,2,3,3,3,2.5,2,3
510,2,3,3,4,4,4,4,4,4,3,4,4
511,2,3,3,3,3,3,3,3,3,3,3,3
512,2,2,2,2,2,2,1,1,2,2,2,1.333333
513,2,3,3,1,2,3,2,1,2,3,2,1.666667
514,2,4,3,3,3,4,4,1,3,3.5,3.333333,2.666667
515,2,3,2,1,2,2,2,1,1,2.5,1.666667,1.333333
516,2,2,1,2,2,2,2,2,2,1.5,2,2
517,2,2,3,3,2,3,3,3,2,2.5,2.666667,2.666667
518,2,4,4,4,3,3,3,1,2,4,3.333333,2
519,2,3,1,3,2,2,3,2,3,2,2.333333,2.666667
520,2,3,4,2,1,2,3,2,2,3.5,1.666667,2.333333
521,2,3,2,2,2,2,2,2,2,2.5,2,2
522,2,3,3,2,2,2,2,2,3,3,2,2.333333
523,2,3,3,4,4,3,3,3,4,3,3.666667,3.333333
524,1,3,3,3,3,3,4,3,4,3,3,3.666667
525,2,3,4,2,3,3,3,3,3,3.5,2.666667,3
526,1,3,3,4,3,3,3,3,3,3,3.333333,3
527,1,3,1,3,2,3,3,2,2,2,2.666667,2.333333
528,2,3,4,4,4,3,4,4,4,3.5,3.666667,4
529,2,3,3,2,3,3,2,2,3,3,2.666667,2.333333
530,1,3,3,4,3,4,4,4,4,3,3.666667,4
531,1,3,3,2,3,3,3,2,3,3,2.666667,2.666667
532,2,2,2,3,2,3,3,3,3,2,2.666667,3
533,1,3,3,3,3,3,3,3,3,3,3,3
534,2,2,3,2,2,2,3,2,2,2.5,2,2.333333
535,2,4,3,4,4,4,4,2,4,3.5,4,3.333333
536,1,3,3,3,2,2,2,3,2,3,2.333333,2.333333
537,2,4,4,4,4,4,4,4,4,4,4,4
538,2,4,3,3,3,3,3,1,3,3.5,3,2.333333
539,1,3,4,3,2,3,4,2,3,3.5,2.666667,3
540,2,3,3,3,3,3,3,4,4,3,3,3.666667
541,2,3,3,3,2,3,3,2,3,3,2.666667,2.666667
542,2,2,1,2,2,2,1,2,1,1.5,2,1.333333
543,2,3,4,3,3,4,3,1,3,3.5,3.333333,2.333333
544,2,3,2,1,2,2,2,1,3,2.5,1.666667,2
545,1,3,3,4,4,4,4,4,4,3,4,4
546,2,4,4,4,3,3,3,3,3,4,3.333333,3
547,1,4,4,4,4,4,4,4,4,4,4,4
548,2,4,4,4,2,4,4,2,3,4,3.333333,3
549,2,3,3,2,2,2,3,1,2,3,2,2
550,2,3,2,3,3,3,2,2,2,2.5,3,2
551,2,3,3,3,2,3,2,2,2,3,2.666667,2
552,2,3,4,3,2,3,3,2,3,3.5,2.666667,2.666667
553,2,3,3,2,2,2,3,2,3,3,2,2.666667
554,2,3,3,2,2,3,1,1,2,3,2.333333,1.333333
555,2,3,4,3,3,3,3,3,3,3.5,3,3
556,2,2,2,1,1,1,1,1,1,2,1,1
557,2,4,4,3,3,3,3,2,3,4,3,2.666667
558,2,3,3,2,2,3,3,3,4,3,2.333333,3.333333
559,2,2,2,3,2,2,2,2,2,2,2.333333,2
560,2,3,3,2,2,3,3,2,3,3,2.333333,2.666667
561,2,3,3,4,3,3,4,3,4,3,3.333333,3.666667
562,2,2,3,2,2,2,2,1,2,2.5,2,1.666667
563,2,3,3,3,2,3,3,3,3,3,2.666667,3
564,2,3,4,3,2,3,3,2,4,3.5,2.666667,3
565,2,4,4,4,3,3,3,2,3,4,3.333333,2.666667
566,2,3,3,4,3,3,4,3,3,3,3.333333,3.333333
567,2,3,3,3,2,2,3,2,3,3,2.333333,2.666667
568,2,3,3,2,2,2,3,3,3,3,2,3
569,2,3,3,2,2,2,3,2,3,3,2,2.666667
570,2,4,4,4,2,3,4,4,4,4,3,4
571,2,2,3,2,2,1,2,2,2,2.5,1.666667,2
572,2,3,2,4,3,3,2,3,3,2.5,3.333333,2.666667
573,2,4,4,4,4,4,4,1,4,4,4,3
574,1,2,2,2,2,2,2,2,2,2,2,2
575,1,3,3,3,3,3,3,3,3,3,3,3
576,1,3,2,3,3,3,3,3,3,2.5,3,3
577,2,3,2,2,4,3,3,3,3,2.5,3,3
578,2,3,3,1,2,2,1,1,1,3,1.666667,1
579,2,2,3,3,2,3,2,2,2,2.5,2.666667,2
580,1,2,1,3,2,3,3,3,3,1.5,2.666667,3
581,1,3,3,4,2,3,3,2,3,3,3,2.666667
582,1,3,3,4,3,4,4,4,4,3,3.666667,4
583,1,2,2,2,3,3,3,2,3,2,2.666667,2.666667
584,1,4,4,4,4,4,4,3,4,4,4,3.666667
585,2,3,3,2,3,4,3,1,3,3,3,2.333333
586,2,4,4,4,4,4,3,3,3,4,4,3
587,2,4,4,3,3,4,4,2,4,4,3.333333,3.333333
588,1,3,3,4,3,4,4,3,4,3,3.666667,3.666667
589,2,4,2,2,3,3,2,2,3,3,2.666667,2.333333
590,2,2,2,4,4,3,3,3,3,2,3.666667,3
591,2,3,3,4,3,4,4,4,4,3,3.666667,4
592,2,3,1,4,4,4,4,3,4,2,4,3.666667
593,2,3,2,3,2,4,3,2,2,2.5,3,2.333333
594,1,3,3,4,2,4,4,4,4,3,3.333333,4
595,1,2,2,3,2,2,3,2,3,2,2.333333,2.666667
596,2,4,4,2,3,3,3,2,3,4,2.666667,2.666667
597,1,3,2,4,4,4,4,4,3,2.5,4,3.666667
598,2,3,4,3,3,3,3,3,4,3.5,3,3.333333
599,2,3,4,3,2,3,2,2,3,3.5,2.666667,2.333333
600,2,2,3,2,2,3,2,1,3,2.5,2.333333,2
601,1,3,3,3,3,3,3,2,3,3,3,2.666667
602,2,3,4,4,3,3,3,1,3,3.5,3.333333,2.333333
603,1,3,4,4,3,3,4,4,4,3.5,3.333333,4
604,2,3,3,2,2,2,2,1,2,3,2,1.666667
605,1,3,2,3,3,4,4,3,4,2.5,3.333333,3.666667
606,2,3,3,3,3,4,3,4,3,3,3.333333,3.333333
607,2,3,3,4,3,3,3,3,3,3,3.333333,3
608,2,3,3,3,3,3,3,3,3,3,3,3
609,2,3,3,3,3,3,3,2,3,3,3,2.666667
610,2,3,3,2,2,3,2,2,2,3,2.333333,2
611,1,4,3,3,3,4,4,4,4,3.5,3.333333,4
612,2,2,2,3,3,3,3,2,2,2,3,2.333333
613,2,3,3,3,3,3,3,2,3,3,3,2.666667
614,2,4,4,3,2,3,3,1,4,4,2.666667,2.666667
615,1,2,2,4,2,3,4,4,4,2,3,4
616,1,3,3,3,3,3,4,3,4,3,3,3.666667
617,1,2,2,2,2,3,3,3,3,2,2.333333,3
618,1,3,3,4,3,3,3,3,3,3,3.333333,3
619,2,3,4,3,3,4,4,2,3,3.5,3.333333,3
620,2,3,3,3,2,3,2,2,2,3,2.666667,2
621,2,2,4,2,2,2,2,2,2,3,2,2
622,1,3,2,4,3,3,4,4,4,2.5,3.333333,4
623,2,3,3,4,4,4,3,2,3,3,4,2.666667
624,1,3,3,3,3,4,3,3,3,3,3.333333,3
625,2,2,2,2,3,3,3,2,3,2,2.666667,2.666667
626,1,4,4,4,4,4,4,2,4,4,4,3.333333
627,1,3,3,3,3,3,3,3,3,3,3,3
628,2,3,2,3,3,3,3,2,3,2.5,3,2.666667
629,2,4,4,4,4,3,3,3,3,4,3.666667,3
630,2,4,4,4,3,4,4,2,4,4,3.666667,3.333333
631,2,3,3,2,2,2,3,2,3,3,2,2.666667
632,2,4,3,4,4,4,4,4,4,3.5,4,4
633,2,3,3,3,3,3,3,3,3,3,3,3
634,2,3,2,2,3,3,3,2,2,2.5,2.666667,2.333333
635,2,3,3,3,3,3,3,3,3,3,3,3
636,1,3,2,4,3,3,4,4,4,2.5,3.333333,4
637,1,4,3,3,4,4,4,4,4,3.5,3.666667,4
638,2,3,3,4,4,3,4,4,4,3,3.666667,4
639,1,4,4,4,4,4,4,4,4,4,4,4
640,2,3,3,2,2,2,2,2,2,3,2,2
641,1,2,2,2,3,3,3,2,2,2,2.666667,2.333333
642,2,3,3,3,2,3,3,3,3,3,2.666667,3
643,1,3,3,3,2,3,3,3,3,3,2.666667,3
644,1,3,3,3,3,3,3,4,4,3,3,3.666667
645,2,3,3,4,3,3,3,2,2,3,3.333333,2.333333
646,2,4,4,4,3,4,4,2,4,4,3.666667,3.333333
647,2,3,3,3,3,3,3,3,3,3,3,3
648,2,3,4,4,2,4,4,2,3,3.5,3.333333,3
649,1,3,3,3,3,3,4,4,4,3,3,4
650,1,4,3,4,2,4,4,4,4,3.5,3.333333,4
651,2,3,4,3,2,2,3,3,3,3.5,2.333333,3
652,2,3,3,2,2,2,3,2,3,3,2,2.666667
653,1,2,3,3,2,3,4,4,3,2.5,2.666667,3.666667
654,2,3,2,3,3,3,3,2,4,2.5,3,3
655,2,4,4,3,3,3,3,2,3,4,3,2.666667
656,1,3,3,3,3,3,3,3,3,3,3,3
657,2,4,4,4,4,4,4,4,4,4,4,4
658,2,3,3,3,2,3,2,2,2,3,2.666667,2
659,2,3,3,4,3,4,4,3,4,3,3.666667,3.666667
660,1,4,3,4,3,3,4,4,4,3.5,3.333333,4
661,1,3,3,3,3,3,3,3,3,3,3,3
662,1,4,4,4,3,4,4,4,4,4,3.666667,4
663,1,3,4,3,2,3,4,3,4,3.5,2.666667,3.666667
664,1,3,2,3,3,3,3,2,3,2.5,3,2.666667
665,1,2,2,2,2,2,2,2,2,2,2,2
666,1,3,4,4,4,4,4,3,4,3.5,4,3.666667
667,1,2,2,3,2,2,3,3,3,2,2.333333,3
668,1,3,3,3,3,3,3,2,3,3,3,2.666667
669,1,4,4,4,3,4,4,4,4,4,3.666667,4
670,1,4,4,4,4,4,4,4,4,4,4,4
671,1,2,3,3,3,4,3,3,4,2.5,3.333333,3.333333
672,1,3,4,4,4,4,4,4,4,3.5,4,4
673,1,4,4,3,3,4,4,4,4,4,3.333333,4
674,1,3,4,4,3,4,4,2,4,3.5,3.666667,3.333333
675,1,3,3,4,4,4,4,4,4,3,4,4
676,1,3,3,3,3,3,4,4,4,3,3,4
677,1,3,2,3,2,3,3,3,3,2.5,2.666667,3
678,1,2,2,2,2,2,2,2,2,2,2,2
679,1,3,3,3,3,3,4,2,3,3,3,3
680,1,3,3,3,3,3,4,3,4,3,3,3.666667
681,1,3,4,3,3,3,2,3,2,3.5,3,2.333333
682,1,2,1,3,2,3,3,3,3,1.5,2.666667,3
683,1,3,3,4,3,3,4,3,3,3,3.333333,3.333333
684,1,3,3,3,2,2,3,2,3,3,2.333333,2.666667
685,1,3,3,3,2,2,1,2,2,3,2.333333,1.666667
686,1,2,3,3,2,3,3,3,3,2.5,2.666667,3
687,1,4,4,4,4,3,3,2,3,4,3.666667,2.666667
688,1,3,2,3,3,3,3,2,3,2.5,3,2.666667
689,1,3,3,3,3,3,3,3,3,3,3,3
690,1,3,2,3,3,3,3,1,3,2.5,3,2.333333
691,1,4,4,4,4,4,4,4,4,4,4,4
692,1,2,3,3,2,2,2,2,3,2.5,2.333333,2.333333
693,1,3,3,3,3,4,4,3,4,3,3.333333,3.666667
694,1,3,3,3,3,3,3,2,3,3,3,2.666667
695,1,3,3,3,3,4,4,2,3,3,3.333333,3
696,1,3,2,3,3,3,3,3,3,2.5,3,3
697,1,2,2,2,2,2,2,3,3,2,2,2.666667
698,1,2,2,3,2,3,3,2,3,2,2.666667,2.666667
699,2,4,3,4,4,4,4,2,4,3.5,4,3.333333
700,1,2,2,2,2,2,3,2,3,2,2,2.666667
701,2,3,4,3,3,3,3,3,4,3.5,3,3.333333
702,2,4,4,3,2,3,2,2,2,4,2.666667,2
703,2,2,2,2,2,3,3,2,3,2,2.333333,2.666667
704,2,3,3,3,2,2,3,3,3,3,2.333333,3
705,2,3,3,2,1,2,2,1,2,3,1.666667,1.666667
706,2,3,4,2,2,3,3,2,3,3.5,2.333333,2.666667
707,1,3,3,3,3,2,3,2,3,3,2.666667,2.666667
708,2,3,3,3,2,2,2,1,2,3,2.333333,1.666667
709,1,3,3,4,3,3,3,3,3,3,3.333333,3
710,1,4,3,4,3,4,4,3,3,3.5,3.666667,3.333333
711,2,3,4,3,3,2,3,2,3,3.5,2.666667,2.666667
712,2,3,4,2,2,2,3,2,3,3.5,2,2.666667
713,2,3,2,4,3,3,3,2,3,2.5,3.333333,2.666667
714,1,3,1,3,2,3,3,3,4,2,2.666667,3.333333
715,2,3,4,4,3,3,4,3,3,3.5,3.333333,3.333333
716,1,3,2,3,3,4,3,2,4,2.5,3.333333,3
717,2,4,4,2,2,2,2,1,2,4,2,1.666667
718,2,3,2,2,3,3,3,2,3,2.5,2.666667,2.666667
719,2,3,2,2,2,3,2,1,2,2.5,2.333333,1.666667
720,2,3,4,3,3,4,3,3,2,3.5,3.333333,2.666667
721,2,4,4,3,3,3,3,2,3,4,3,2.666667
722,1,3,2,3,2,3,3,2,3,2.5,2.666667,2.666667
723,1,2,2,3,3,3,3,2,3,2,3,2.666667
724,2,3,3,3,3,3,4,4,4,3,3,4
725,2,4,4,4,4,4,4,4,4,4,4,4
726,2,3,3,2,2,2,3,3,3,3,2,3
727,2,4,4,4,4,4,4,3,4,4,4,3.666667
728,2,3,4,4,3,3,4,3,4,3.5,3.333333,3.666667
729,2,3,2,3,3,2,3,2,3,2.5,2.666667,2.666667
730,2,3,2,3,2,2,3,2,3,2.5,2.333333,2.666667
731,2,3,3,3,3,4,3,3,3,3,3.333333,3
732,2,3,3,3,2,2,3,3,3,3,2.333333,3
733,2,4,4,4,4,4,4,3,4,4,4,3.666667
734,2,3,3,3,2,1,2,3,2,3,2,2.333333
735,2,3,3,2,2,2,3,2,3,3,2,2.666667
736,2,3,4,3,3,4,4,1,3,3.5,3.333333,2.666667
737,2,4,4,4,3,4,4,3,4,4,3.666667,3.666667
738,2,4,4,4,4,4,4,4,4,4,4,4
739,2,3,2,2,3,3,2,2,3,2.5,2.666667,2.333333
740,2,4,4,4,2,4,3,3,3,4,3.333333,3
741,2,3,3,3,3,2,3,3,3,3,2.666667,3
742,2,3,2,3,2,3,3,2,3,2.5,2.666667,2.666667
743,2,3,1,2,2,3,2,2,2,2,2.333333,2
744,2,4,4,4,3,4,3,4,4,4,3.666667,3.666667
745,2,4,4,4,2,4,4,4,4,4,3.333333,4
746,2,3,4,3,3,4,4,4,4,3.5,3.333333,4
747,2,2,2,2,2,2,3,2,3,2,2,2.666667
748,2,4,2,3,3,4,3,3,3,3,3.333333,3
749,2,3,3,3,2,3,3,2,3,3,2.666667,2.666667
750,2,3,4,4,3,4,4,3,4,3.5,3.666667,3.666667
751,2,4,4,3,3,4,3,3,3,4,3.333333,3
752,2,3,3,2,2,3,3,3,3,3,2.333333,3
753,2,3,2,2,1,2,3,1,3,2.5,1.666667,2.333333
754,2,3,3,4,3,3,4,4,4,3,3.333333,4
755,2,3,3,3,2,2,2,2,3,3,2.333333,2.333333
756,2,3,3,2,1,2,3,3,3,3,1.666667,3
757,2,3,2,3,3,3,3,3,3,2.5,3,3
758,2,3,3,3,3,3,3,1,2,3,3,2
759,2,3,4,2,2,2,3,2,3,3.5,2,2.666667
760,2,2,2,2,2,2,2,2,2,2,2,2
761,2,3,3,3,2,3,4,3,4,3,2.666667,3.666667
762,2,3,3,4,3,3,3,3,4,3,3.333333,3.333333
763,2,4,4,3,3,3,3,2,3,4,3,2.666667
764,2,4,4,3,3,3,3,3,3,4,3,3
765,2,3,3,3,2,2,3,2,3,3,2.333333,2.666667
766,2,4,4,4,4,4,4,3,4,4,4,3.666667
767,2,4,4,4,4,4,3,3,4,4,4,3.333333
768,2,3,2,3,3,2,3,3,3,2.5,2.666667,3
769,2,4,4,4,3,3,4,2,3,4,3.333333,3
770,2,3,3,2,3,3,3,2,3,3,2.666667,2.666667
771,2,3,3,3,3,4,3,2,4,3,3.333333,3
772,2,3,3,4,3,3,2,2,3,3,3.333333,2.333333
773,2,3,3,4,3,3,3,1,3,3,3.333333,2.333333
774,2,3,3,3,2,2,2,3,2,3,2.333333,2.333333
775,2,4,4,4,2,4,3,3,4,4,3.333333,3.333333
776,2,4,4,3,4,4,4,4,4,4,3.666667,4
777,2,2,3,3,2,3,2,3,2,2.5,2.666667,2.333333
778,1,3,3,3,2,3,3,2,3,3,2.666667,2.666667
779,1,4,4,3,4,3,3,3,3,4,3.333333,3
780,1,2,3,3,3,4,3,2,3,2.5,3.333333,2.666667
781,1,3,3,3,2,2,2,3,2,3,2.333333,2.333333
782,1,3,3,2,2,3,3,2,2,3,2.333333,2.333333
783,1,3,3,4,3,4,3,3,3,3,3.666667,3
784,1,3,2,3,2,3,4,4,4,2.5,2.666667,4
785,1,3,3,4,2,3,4,4,4,3,3,4
786,1,3,2,2,2,3,2,1,2,2.5,2.333333,1.666667
787,1,2,2,2,2,2,2,2,2,2,2,2
788,1,3,4,4,3,4,4,1,4,3.5,3.666667,3
789,1,4,3,3,3,3,4,4,3,3.5,3,3.666667
790,1,3,3,2,2,2,3,2,3,3,2,2.666667
791,1,2,3,3,2,3,3,2,3,2.5,2.666667,2.666667
792,1,3,3,4,3,3,4,3,4,3,3.333333,3.666667
793,1,3,3,3,3,3,3,3,3,3,3,3
794,1,2,2,1,2,2,2,1,1,2,1.666667,1.333333
795,1,3,3,3,2,2,3,2,3,3,2.333333,2.666667
796,1,2,4,3,3,2,3,2,3,3,2.666667,2.666667
797,1,3,3,3,2,2,2,1,3,3,2.333333,2
798,1,4,4,4,4,3,4,4,4,4,3.666667,4
799,1,3,3,4,3,3,3,4,3,3,3.333333,3.333333
800,1,4,3,3,2,3,4,4,4,3.5,2.666667,4
801,1,3,3,4,2,3,3,2,3,3,3,2.666667
802,1,3,2,3,2,3,3,3,3,2.5,2.666667,3
803,1,3,1,2,2,2,2,2,2,2,2,2
804,1,3,3,3,2,3,4,3,3,3,2.666667,3.333333
805,1,3,3,3,3,3,3,4,4,3,3,3.666667
806,1,2,2,4,4,4,4,2,4,2,4,3.333333
807,1,3,3,3,3,3,3,1,2,3,3,2
808,1,2,2,2,3,2,2,2,2,2,2.333333,2
809,1,3,3,3,3,3,2,2,3,3,3,2.333333
810,1,3,2,2,4,3,3,3,3,2.5,3,3
811,1,4,4,4,4,4,4,4,4,4,4,4
812,1,4,4,4,3,4,4,4,4,4,3.666667,4
