ID,gender,friend1,friend2,selfest1,selfest2,selfest3,lifesat1,lifesat2,lifesat3,friend_m,selfest_m,lifesat_m
813,1,3,3,3,3,4,4,3,3,3,3.333333,3.333333
814,1,3,2,2,3,3,3,3,3,2.5,2.666667,3
815,1,3,1,3,2,2,3,3,4,2,2.333333,3.333333
816,1,3,1,2,2,2,3,3,3,2,2,3
817,1,3,2,4,3,3,4,3,4,2.5,3.333333,3.666667
818,1,4,4,4,4,4,4,4,4,4,4,4
819,1,3,3,2,2,3,3,2,2,3,2.333333,2.333333
820,1,3,2,4,2,4,4,3,4,2.5,3.333333,3.666667
821,1,3,3,3,3,3,2,2,2,3,3,2
822,1,3,3,3,3,3,3,3,4,3,3,3.333333
823,1,2,3,3,2,2,3,2,2,2.5,2.333333,2.333333
824,1,3,2,2,2,3,3,2,3,2.5,2.333333,2.666667
825,1,3,2,3,2,4,4,4,4,2.5,3,4
826,1,4,4,4,3,4,4,3,4,4,3.666667,3.666667
827,1,2,2,2,3,3,3,3,3,2,2.666667,3
828,1,4,3,4,3,3,3,4,3,3.5,3.333333,3.333333
829,2,3,3,3,3,3,4,2,3,3,3,3
830,2,3,3,3,3,3,2,2,2,3,3,2
831,2,4,4,4,3,3,4,4,4,4,3.333333,4
832,2,3,3,3,3,3,3,3,3,3,3,3
833,1,3,4,3,2,2,3,1,3,3.5,2.333333,2.333333
834,2,3,4,2,2,2,3,2,3,3.5,2,2.666667
835,1,3,3,3,2,3,3,3,3,3,2.666667,3
836,2,4,4,3,3,3,3,2,2,4,3,2.333333
837,1,1,1,2,2,2,2,2,2,1,2,2
838,1,2,1,1,2,2,2,2,2,1.5,1.666667,2
839,1,2,2,3,2,4,3,2,3,2,3,2.666667
840,2,3,3,2,2,3,2,2,2,3,2.333333,2
841,2,4,4,2,3,3,3,2,2,4,2.666667,2.333333
842,1,3,3,3,2,3,3,3,3,3,2.666667,3
843,1,3,3,3,2,2,4,3,3,3,2.333333,3.333333
844,1,2,2,2,2,2,3,2,2,2,2,2.333333
845,1,3,3,3,3,3,2,2,2,3,3,2
846,2,3,3,2,3,2,2,2,2,3,2.333333,2
847,2,2,2,3,3,3,3,3,3,2,3,3
848,1,3,3,2,3,3,3,2,3,3,2.666667,2.666667
849,2,4,4,3,3,4,3,2,3,4,3.333333,2.666667
850,1,3,3,3,2,3,2,3,2,3,2.666667,2.333333
851,2,3,3,3,3,3,3,3,3,3,3,3
852,2,2,2,3,2,2,2,2,2,2,2.333333,2
853,2,3,2,2,3,2,3,2,2,2.5,2.333333,2.333333
854,2,3,3,3,3,2,2,3,2,3,2.666667,2.333333
855,2,2,1,2,2,2,2,2,2,1.5,2,2
856,2,3,3,3,2,3,3,2,3,3,2.666667,2.666667
857,2,4,4,3,4,3,4,1,3,4,3.333333,2.666667
858,2,3,3,3,2,3,3,2,3,3,2.666667,2.666667
859,2,3,2,4,4,3,3,3,3,2.5,3.666667,3
860,2,3,3,2,2,2,2,2,2,3,2,2
861,2,3,2,3,3,3,3,2,3,2.5,3,2.666667
862,2,3,2,3,2,3,3,2,3,2.5,2.666667,2.666667
863,2,3,3,3,2,3,3,3,3,3,2.666667,3
864,2,2,1,2,2,1,2,2,2,1.5,1.666667,2
865,2,3,3,3,3,3,3,2,3,3,3,2.666667
866,2,4,3,3,3,3,2,1,3,3.5,3,2
867,2,3,3,2,2,2,3,2,2,3,2,2.333333
868,2,4,4,2,2,3,3,1,2,4,2.333333,2
869,2,2,4,2,2,2,2,1,2,3,2,1.666667
870,2,3,3,3,2,3,3,3,3,3,2.666667,3
871,2,3,3,4,3,3,4,4,4,3,3.333333,4
872,2,3,3,3,2,3,3,2,3,3,2.666667,2.666667
873,2,3,3,3,3,3,3,2,3,3,3,2.666667
874,2,4,4,4,4,4,4,1,4,4,4,3
875,2,3,2,3,2,3,3,2,2,2.5,2.666667,2.333333
876,2,4,4,4,4,3,4,4,4,4,3.666667,4
877,2,3,3,2,2,2,2,2,2,3,2,2
878,2,2,4,2,3,3,3,2,3,3,2.666667,2.666667
879,2,3,3,1,2,1,1,1,1,3,1.333333,1
880,2,3,4,3,2,3,4,3,3,3.5,2.666667,3.333333
881,1,2,2,3,2,2,2,2,2,2,2.333333,2
882,2,4,4,4,4,4,4,2,4,4,4,3.333333
883,2,4,4,2,2,2,2,2,2,4,2,2
884,1,3,4,1,2,2,3,1,2,3.5,1.666667,2
885,2,3,3,3,2,3,4,3,3,3,2.666667,3.333333
886,1,3,4,3,2,3,3,2,3,3.5,2.666667,2.666667
887,2,4,4,3,2,4,3,3,3,4,3,3
888,1,3,3,2,3,3,3,3,3,3,2.666667,3
889,2,4,4,3,3,3,3,2,4,4,3,3
890,1,3,3,3,3,3,4,3,4,3,3,3.666667
891,2,3,4,4,3,3,4,3,3,3.5,3.333333,3.333333
892,1,3,3,2,2,3,3,1,2,3,2.333333,2
893,2,3,3,1,2,3,2,3,2,3,2,2.333333
894,1,4,4,4,4,4,4,4,4,4,4,4
895,2,4,4,3,3,3,4,4,4,4,3,4
896,1,3,4,3,3,4,3,3,3,3.5,3.333333,3
897,2,3,3,2,3,3,3,2,3,3,2.666667,2.666667
898,2,3,3,3,3,4,3,3,3,3,3.333333,3
899,1,3,3,3,2,3,2,4,2,3,2.666667,2.666667
900,2,3,2,4,3,3,3,2,3,2.5,3.333333,2.666667
901,2,3,3,3,3,3,4,2,3,3,3,3
902,1,3,3,3,3,2,3,3,3,3,2.666667,3
903,2,3,2,3,2,4,3,3,3,2.5,3,3
904,2,2,3,3,3,3,2,2,2,2.5,3,2
905,1,3,2,4,4,4,3,3,3,2.5,4,3
906,1,2,2,2,2,3,3,4,2,2,2.333333,3
907,2,4,3,4,4,4,4,3,4,3.5,4,3.666667
908,2,3,3,3,3,3,3,2,3,3,3,2.666667
909,1,3,2,3,2,2,4,2,4,2.5,2.333333,3.333333
910,1,2,2,3,2,3,2,2,2,2,2.666667,2
911,1,3,3,4,4,3,3,2,3,3,3.666667,2.666667
912,1,3,4,3,3,3,3,2,3,3.5,3,2.666667
913,1,3,3,4,4,4,4,3,4,3,4,3.666667
914,1,3,3,3,3,3,4,4,4,3,3,4
915,1,3,1,3,2,2,3,3,3,2,2.333333,3
916,1,4,4,4,3,4,4,4,4,4,3.666667,4
917,1,3,3,3,3,3,4,3,3,3,3,3.333333
918,1,3,1,3,2,3,2,2,2,2,2.666667,2
919,1,4,2,3,2,3,4,3,4,3,2.666667,3.666667
920,1,2,2,2,2,2,3,3,3,2,2,3
921,1,3,4,3,2,3,3,3,3,3.5,2.666667,3
922,1,3,3,3,3,3,2,3,2,3,3,2.333333
923,1,4,4,3,3,3,4,3,3,4,3,3.333333
924,1,2,1,3,3,3,3,3,4,1.5,3,3.333333
925,1,2,3,4,2,3,3,2,2,2.5,3,2.333333
926,1,4,4,4,3,4,4,3,4,4,3.666667,3.666667
927,1,3,3,3,2,2,2,3,2,3,2.333333,2.333333
928,1,3,3,3,3,3,3,3,3,3,3,3
929,1,3,3,4,3,3,3,2,3,3,3.333333,2.666667
930,1,3,2,2,2,2,3,2,3,2.5,2,2.666667
931,1,4,3,3,3,3,3,3,3,3.5,3,3
932,1,3,2,4,3,4,4,4,4,2.5,3.666667,4
933,1,4,4,4,4,4,4,3,4,4,4,3.666667
934,1,2,3,3,2,2,3,3,2,2.5,2.333333,2.666667
935,1,4,3,4,3,4,3,3,3,3.5,3.666667,3
936,1,4,4,3,2,3,4,3,3,4,2.666667,3.333333
937,1,4,4,4,4,4,4,3,4,4,4,3.666667
938,1,4,4,4,3,4,4,2,4,4,3.666667,3.333333
939,2,3,1,2,2,2,2,1,2,2,2,1.666667
940,2,3,3,2,2,2,2,3,3,3,2,2.666667
941,2,3,4,4,3,3,3,2,2,3.5,3.333333,2.333333
942,2,3,3,3,3,2,3,4,4,3,2.666667,3.666667
943,2,3,3,3,3,3,2,2,3,3,3,2.333333
944,1,2,2,2,2,2,2,1,1,2,2,1.333333
945,1,4,4,2,2,2,3,2,3,4,2,2.666667
946,1,4,4,4,3,4,3,4,3,4,3.666667,3.333333
947,1,3,3,2,2,2,2,2,2,3,2,2
948,1,4,4,4,4,3,3,2,3,4,3.666667,2.666667
949,1,3,3,3,2,3,3,3,3,3,2.666667,3
950,1,2,2,2,2,3,2,2,2,2,2.333333,2
951,2,4,4,4,4,4,4,4,4,4,4,4
952,2,4,4,3,3,4,4,3,4,4,3.333333,3.666667
953,2,3,3,4,4,4,4,4,4,3,4,4
954,2,3,2,3,2,3,3,3,3,2.5,2.666667,3
955,2,3,3,4,2,4,3,2,2,3,3.333333,2.333333
956,1,3,4,3,2,3,4,3,4,3.5,2.666667,3.666667
957,1,3,3,3,2,3,4,2,3,3,2.666667,3
958,1,3,3,3,2,3,2,2,2,3,2.666667,2
959,1,3,3,3,4,3,4,3,3,3,3.333333,3.333333
960,1,3,3,3,2,3,4,3,3,3,2.666667,3.333333
961,1,3,4,4,4,4,3,2,4,3.5,4,3
962,1,4,4,4,4,4,4,2,4,4,4,3.333333
963,2,3,3,2,2,2,2,2,2,3,2,2
964,2,2,3,2,1,2,1,1,1,2.5,1.666667,1
965,2,3,4,3,3,3,3,3,3,3.5,3,3
966,1,3,3,3,3,4,3,2,2,3,3.333333,2.333333
967,1,3,3,3,3,3,3,3,3,3,3,3
968,2,3,3,3,3,3,3,2,3,3,3,2.666667
969,2,3,3,3,3,3,3,2,3,3,3,2.666667
970,1,2,2,4,3,4,4,3,3,2,3.666667,3.333333
971,2,3,3,3,2,3,4,3,4,3,2.666667,3.666667
972,1,2,1,3,2,2,3,3,2,1.5,2.333333,2.666667
973,2,3,3,3,3,3,3,4,4,3,3,3.666667
974,1,3,3,4,4,3,4,3,4,3,3.666667,3.666667
975,1,3,4,4,3,4,4,2,4,3.5,3.666667,3.333333
976,2,4,4,3,3,3,3,3,3,4,3,3
977,1,3,3,3,2,2,3,3,3,3,2.333333,3
978,2,3,4,4,3,4,3,4,4,3.5,3.666667,3.666667
979,2,4,4,4,4,3,3,3,3,4,3.666667,3
980,2,4,3,4,3,4,4,4,4,3.5,3.666667,4
981,2,3,3,4,3,3,3,3,3,3,3.333333,3
982,1,2,2,3,3,3,3,2,2,2,3,2.333333
983,1,3,3,3,3,3,3,2,3,3,3,2.666667
984,2,3,3,2,2,3,3,2,3,3,2.333333,2.666667
985,2,3,3,2,2,2,3,1,2,3,2,2
986,2,3,3,1,1,2,2,1,2,3,1.333333,1.666667
987,1,3,2,2,2,3,3,1,2,2.5,2.333333,2
988,1,3,4,3,2,2,4,3,4,3.5,2.333333,3.666667
989,1,3,3,3,3,4,4,3,3,3,3.333333,3.333333
990,1,4,4,4,4,4,4,4,4,4,4,4
991,2,3,3,3,2,3,3,2,3,3,2.666667,2.666667
992,1,3,3,3,3,4,3,3,4,3,3.333333,3.333333
993,2,3,4,3,3,3,3,2,3,3.5,3,2.666667
994,2,2,1,3,2,3,3,3,3,1.5,2.666667,3
995,1,3,2,3,2,3,3,3,3,2.5,2.666667,3
996,1,4,4,3,4,4,4,4,4,4,3.666667,4
997,1,3,4,4,3,4,3,4,3,3.5,3.666667,3.333333
998,2,3,3,1,2,2,1,2,2,3,1.666667,1.666667
999,2,4,4,4,2,4,4,4,4,4,3.333333,4
1000,2,3,3,3,2,3,2,2,3,3,2.666667,2.333333
1001,1,4,4,4,4,4,4,4,4,4,4,4
1002,1,3,2,3,2,3,3,3,3,2.5,2.666667,3
1003,2,2,2,2,2,2,2,2,1,2,2,1.666667
1004,2,3,2,1,2,2,3,1,2,2.5,1.666667,2
1005,1,3,4,3,3,3,4,4,4,3.5,3,4
1006,1,3,2,3,2,3,3,2,3,2.5,2.666667,2.666667
1007,2,3,4,3,2,3,2,1,3,3.5,2.666667,2
1008,1,4,4,4,4,4,4,4,4,4,4,4
1009,2,3,3,3,3,4,4,4,4,3,3.333333,4
1010,2,3,3,3,2,3,2,2,2,3,2.666667,2
1011,2,3,3,2,2,3,3,3,3,3,2.333333,3
1012,2,3,3,2,2,2,3,1,2,3,2,2
1013,1,2,2,2,2,2,2,2,2,2,2,2
1014,2,3,3,3,2,3,2,2,2,3,2.666667,2
1015,1,3,3,2,2,3,2,2,2,3,2.333333,2
1016,2,4,4,3,3,4,3,1,2,4,3.333333,2
1017,2,3,3,3,2,2,2,3,2,3,2.333333,2.333333
1018,1,2,2,2,3,3,3,2,2,2,2.666667,2.333333
1019,1,3,2,3,3,3,3,2,3,2.5,3,2.666667
1020,2,3,3,2,3,3,3,2,3,3,2.666667,2.666667
1021,2,3,2,3,3,3,2,1,2,2.5,3,1.666667
1022,1,3,2,3,2,2,2,2,2,2.5,2.333333,2
1023,2,2,3,3,2,3,2,3,3,2.5,2.666667,2.666667
1024,2,3,3,2,2,3,3,2,3,3,2.333333,2.666667
1025,1,1,2,2,2,2,3,2,3,1.5,2,2.666667
1026,1,3,4,2,3,3,3,2,2,3.5,2.666667,2.333333
1027,1,3,2,3,2,2,3,2,2,2.5,2.333333,2.333333
1028,1,3,3,3,3,3,4,3,4,3,3,3.666667
1029,1,3,3,3,3,4,4,3,3,3,3.333333,3.333333
1030,2,3,3,2,2,3,2,2,2,3,2.333333,2
1031,1,4,4,4,2,4,4,4,4,4,3.333333,4
1032,1,3,3,3,3,3,3,2,3,3,3,2.666667
1033,1,3,3,3,3,3,3,4,3,3,3,3.333333
1034,2,4,4,3,4,4,3,2,3,4,3.666667,2.666667
1035,2,4,4,2,4,4,3,3,3,4,3.333333,3
1036,1,2,2,2,2,2,3,1,2,2,2,2
1037,1,3,2,2,2,2,2,2,2,2.5,2,2
1038,2,3,3,3,3,3,3,3,3,3,3,3
1039,1,3,1,4,3,3,4,4,4,2,3.333333,4
1040,1,3,4,3,3,3,3,2,3,3.5,3,2.666667
1041,1,3,3,3,3,3,3,3,3,3,3,3
1042,2,3,3,3,2,2,3,2,3,3,2.333333,2.666667
1043,2,4,4,2,2,3,2,1,3,4,2.333333,2
1044,1,3,2,3,3,3,3,2,3,2.5,3,2.666667
1045,2,4,4,4,3,4,4,4,4,4,3.666667,4
1046,2,3,1,2,2,3,3,1,2,2,2.333333,2
1047,1,3,3,2,3,3,2,2,2,3,2.666667,2
1048,1,3,2,3,3,3,4,3,3,2.5,3,3.333333
1049,2,3,4,2,2,3,3,3,3,3.5,2.333333,3
1050,1,4,4,4,4,4,4,1,4,4,4,3
1051,2,1,2,2,2,3,2,2,2,1.5,2.333333,2
1052,2,4,4,4,3,3,4,3,4,4,3.333333,3.666667
1053,2,4,4,4,4,4,4,4,4,4,4,4
1054,1,3,3,4,3,3,3,3,4,3,3.333333,3.333333
1055,2,3,3,2,2,3,3,3,3,3,2.333333,3
1056,2,4,4,3,2,2,3,2,2,4,2.333333,2.333333
1057,1,3,3,2,3,3,4,3,4,3,2.666667,3.666667
1058,1,3,3,3,3,3,4,2,3,3,3,3
1059,2,3,3,4,4,4,4,3,4,3,4,3.666667
1060,2,3,4,3,3,3,4,2,3,3.5,3,3
1061,1,3,3,3,2,3,3,2,3,3,2.666667,2.666667
1062,1,3,3,3,3,3,3,2,3,3,3,2.666667
1063,1,3,3,2,3,3,3,2,3,3,2.666667,2.666667
1064,1,3,3,2,3,3,3,2,3,3,2.666667,2.666667
1065,2,4,4,4,3,4,3,3,3,4,3.666667,3
1066,1,2,2,2,2,2,3,2,3,2,2,2.666667
1067,2,4,4,3,2,3,2,2,2,4,2.666667,2
1068,2,3,3,2,2,2,2,3,2,3,2,2.333333
1069,1,4,4,4,2,4,4,3,4,4,3.333333,3.666667
1070,1,3,3,3,3,3,4,4,4,3,3,4
1071,1,4,4,4,3,4,4,4,4,4,3.666667,4
1072,1,4,4,4,4,4,4,4,4,4,4,4
1073,2,3,3,3,2,3,3,3,3,3,2.666667,3
1074,2,4,4,3,3,3,3,2,3,4,3,2.666667
1075,2,3,3,2,2,2,2,2,2,3,2,2
1076,1,4,4,4,4,4,4,4,4,4,4,4
1077,2,3,3,3,2,3,2,2,2,3,2.666667,2
1078,2,3,3,3,2,4,3,3,3,3,3,3
1079,1,4,4,2,2,3,3,2,3,4,2.333333,2.666667
1080,2,3,3,2,3,3,3,2,3,3,2.666667,2.666667
1081,1,3,3,3,2,3,3,3,3,3,2.666667,3
1082,2,3,3,4,3,3,2,1,2,3,3.333333,1.666667
1083,1,3,3,3,3,2,2,1,1,3,2.666667,1.333333
1084,1,3,1,3,2,3,2,2,3,2,2.666667,2.333333
1085,1,4,4,4,3,4,4,2,4,4,3.666667,3.333333
1086,2,4,4,3,3,4,3,1,3,4,3.333333,2.333333
1087,2,4,4,4,3,3,4,4,4,4,3.333333,4
1088,2,2,4,2,2,2,2,1,2,3,2,1.666667
1089,2,3,3,2,2,3,3,2,3,3,2.333333,2.666667
1090,2,2,1,1,1,2,1,1,1,1.5,1.333333,1
1091,1,3,2,3,3,3,4,2,3,2.5,3,3
1092,2,3,3,2,3,3,4,2,3,3,2.666667,3
1093,1,3,3,4,3,4,4,3,4,3,3.666667,3.666667
1094,2,3,3,2,2,3,2,2,2,3,2.333333,2
1095,2,4,4,3,3,3,2,2,2,4,3,2
1096,1,3,3,2,2,2,3,2,3,3,2,2.666667
1097,2,3,3,3,2,4,3,1,3,3,3,2.333333
1098,1,4,4,4,4,3,4,4,4,4,3.666667,4
1099,1,2,3,3,3,3,3,2,4,2.5,3,3
1100,1,3,3,4,4,3,4,3,4,3,3.666667,3.666667
1101,2,3,3,3,2,2,3,2,3,3,2.333333,2.666667
1102,1,3,3,3,2,3,3,1,2,3,2.666667,2
1103,1,3,2,4,3,4,4,3,4,2.5,3.666667,3.666667
1104,2,2,4,2,2,2,3,1,2,3,2,2
1105,1,4,3,4,2,3,4,4,4,3.5,3,4
1106,2,3,4,2,2,2,3,2,3,3.5,2,2.666667
1107,2,3,4,3,3,4,3,2,3,3.5,3.333333,2.666667
1108,2,3,3,3,2,3,3,2,3,3,2.666667,2.666667
1109,2,3,3,2,2,2,3,1,2,3,2,2
1110,2,3,4,3,3,3,3,2,3,3.5,3,2.666667
1111,2,3,3,3,3,2,3,1,3,3,2.666667,2.333333
1112,2,3,3,3,2,2,2,2,2,3,2.333333,2
1113,2,3,3,4,2,4,4,2,4,3,3.333333,3.333333
1114,2,3,3,3,3,2,2,2,2,3,2.666667,2
1115,2,3,2,3,3,3,3,3,3,2.5,3,3
1116,2,3,3,2,2,2,2,2,2,3,2,2
1117,2,3,4,2,2,2,3,2,2,3.5,2,2.333333
1118,2,4,4,4,3,4,4,2,3,4,3.666667,3
1119,2,3,3,2,3,3,2,2,2,3,2.666667,2
1120,2,4,4,3,3,3,4,4,4,4,3,4
1121,2,4,4,4,4,4,4,1,4,4,4,3
1122,2,3,3,4,3,3,3,4,3,3,3.333333,3.333333
1123,2,3,3,2,3,4,4,4,4,3,3,4
1124,2,3,2,4,4,4,4,4,4,2.5,4,4
1125,2,3,4,3,3,3,4,3,3,3.5,3,3.333333
1126,2,3,3,3,3,3,3,3,3,3,3,3
1127,2,3,2,3,3,3,3,2,3,2.5,3,2.666667
1128,2,2,3,2,1,2,2,3,2,2.5,1.666667,2.333333
1129,2,4,4,4,3,3,4,2,4,4,3.333333,3.333333
1130,2,3,2,4,2,3,4,2,3,2.5,3,3
1131,2,3,3,4,3,4,4,3,4,3,3.666667,3.666667
1132,2,3,2,2,2,3,2,2,2,2.5,2.333333,2
1133,2,3,3,3,2,3,3,2,3,3,2.666667,2.666667
1134,2,3,4,3,3,3,3,3,3,3.5,3,3
1135,2,3,3,4,4,3,3,3,4,3,3.666667,3.333333
1136,2,3,2,2,2,2,2,2,3,2.5,2,2.333333
1137,2,3,3,3,3,3,4,2,3,3,3,3
1138,2,4,4,3,4,3,4,3,4,4,3.333333,3.666667
1139,2,3,3,4,3,3,4,3,4,3,3.333333,3.666667
1140,2,4,4,4,4,4,4,3,4,4,4,3.666667
1141,2,3,3,2,2,2,1,1,2,3,2,1.333333
1142,2,4,4,4,3,3,3,3,4,4,3.333333,3.333333
1143,2,3,4,4,3,3,3,2,4,3.5,3.333333,3
1144,2,3,3,3,3,2,3,3,4,3,2.666667,3.333333
1145,1,3,2,4,3,3,2,3,3,2.5,3.333333,2.666667
1146,2,3,3,3,2,3,3,2,4,3,2.666667,3
1147,1,3,3,3,3,3,3,3,3,3,3,3
1148,2,3,2,2,2,2,2,2,2,2.5,2,2
1149,2,4,4,3,3,3,3,2,3,4,3,2.666667
1150,2,3,3,4,3,3,3,3,4,3,3.333333,3.333333
1151,2,4,4,3,3,3,3,3,3,4,3,3
1152,1,2,2,3,2,3,3,3,3,2,2.666667,3
1153,2,4,4,3,2,3,4,4,4,4,2.666667,4
1154,2,3,3,3,3,3,2,3,3,3,3,2.666667
1155,2,3,3,3,2,3,2,2,3,3,2.666667,2.333333
1156,1,3,3,3,2,3,3,3,2,3,2.666667,2.666667
1157,1,2,2,3,3,3,4,2,3,2,3,3
1158,1,3,4,4,4,4,3,4,3,3.5,4,3.333333
1159,1,3,3,4,2,3,3,3,4,3,3,3.333333
1160,1,3,2,3,3,4,3,3,3,2.5,3.333333,3
1161,1,3,3,4,4,4,4,4,4,3,4,4
1162,2,3,2,2,2,2,2,2,2,2.5,2,2
1163,2,3,3,3,3,3,3,2,3,3,3,2.666667
1164,1,2,2,3,2,3,3,1,3,2,2.666667,2.333333
1165,1,3,3,3,2,3,4,1,3,3,2.666667,2.666667
1166,1,2,2,2,1,1,1,1,1,2,1.333333,1
1167,1,3,2,3,3,4,4,4,4,2.5,3.333333,4
1168,1,3,3,3,2,4,3,3,3,3,3,3
1169,1,2,2,2,2,3,3,2,2,2,2.333333,2.333333
1170,1,2,2,3,3,3,3,2,3,2,3,2.666667
1171,1,4,4,4,4,4,4,4,4,4,4,4
1172,1,3,2,3,3,3,2,3,3,2.5,3,2.666667
1173,1,3,3,3,3,4,3,2,4,3,3.333333,3
1174,1,3,3,4,2,4,4,3,4,3,3.333333,3.666667
1175,1,4,4,4,2,4,3,3,3,4,3.333333,3
1176,1,3,3,3,2,4,4,2,4,3,3,3.333333
1177,1,4,4,3,3,2,3,2,3,4,2.666667,2.666667
1178,1,3,1,4,3,4,4,3,4,2,3.666667,3.666667
1179,1,3,1,4,3,3,4,4,4,2,3.333333,4
1180,1,4,4,2,3,3,3,3,4,4,2.666667,3.333333
1181,1,2,2,4,3,3,3,2,3,2,3.333333,2.666667
1182,1,2,2,3,3,3,3,2,3,2,3,2.666667
1183,1,3,3,3,3,3,4,4,4,3,3,4
1184,1,3,3,4,2,3,3,4,3,3,3,3.333333
1185,1,3,3,3,3,3,4,4,4,3,3,4
1186,1,4,4,4,2,3,3,3,3,4,3,3
1187,1,3,3,3,3,4,4,3,4,3,3.333333,3.666667
1188,1,3,3,3,3,3,4,3,4,3,3,3.666667
1189,1,3,2,2,2,2,3,3,2,2.5,2,2.666667
1190,1,3,3,3,3,3,3,3,3,3,3,3
1191,2,3,3,3,3,2,3,2,3,3,2.666667,2.666667
1192,2,3,3,2,4,3,3,2,3,3,3,2.666667
1193,2,3,2,3,2,3,3,3,3,2.5,2.666667,3
1194,2,3,4,3,3,2,2,2,2,3.5,2.666667,2
1195,2,3,3,3,3,3,3,3,3,3,3,3
1196,2,3,3,3,2,3,2,1,2,3,2.666667,1.666667
1197,2,4,4,4,4,4,4,3,4,4,4,3.666667
1198,2,4,4,3,2,3,3,1,2,4,2.666667,2
1199,2,3,3,2,3,2,3,2,4,3,2.333333,3
1200,2,3,3,3,3,3,2,2,2,3,3,2
1201,2,3,3,4,4,4,3,3,3,3,4,3
1202,2,4,4,4,4,4,4,2,4,4,4,3.333333
1203,2,3,2,3,2,3,3,2,3,2.5,2.666667,2.666667
1204,2,3,3,3,2,2,3,2,3,3,2.333333,2.666667
1205,2,3,3,3,2,3,3,3,3,3,2.666667,3
1206,2,3,3,4,3,4,4,3,4,3,3.666667,3.666667
1207,2,3,1,3,3,3,2,1,2,2,3,1.666667
1208,2,3,3,3,3,3,3,3,3,3,3,3
1209,2,2,1,3,2,2,2,2,2,1.5,2.333333,2
1210,2,3,2,2,2,2,2,1,3,2.5,2,2
1211,2,3,2,2,3,3,2,2,2,2.5,2.666667,2
1212,2,3,3,3,2,3,3,2,3,3,2.666667,2.666667
1213,1,2,3,2,3,3,2,3,3,2.5,2.666667,2.666667
1214,1,3,1,4,4,4,4,2,4,2,4,3.333333
